 Well, I wanted to name him after his dad, Denton Winslow Crocker.	 ฉันอยากตั้งชื่อเขาตามพ่อของเขา เดนตัน วินสโลว์ คร็อกเกอร์
 Now, of course, if you start running the communists, they may just chase you right into your own kitchen.	 ตอนนี้แน่นอนว่าถ้าคุณเริ่มวิ่งหนีพวกคอมมิวนิสต์ พวกเขาอาจจะวิ่งไล่ตามคุณ ไปถึงในครัวของคุณเองก็ได้
 Yeah. That's the trouble.	 ใช่ นั่นแหละปัญหา
 And that is what the rest of that half of the world is going to think if this thing comes apart on us.	 และนั่นเป็นสิ่งที่พวกที่เหลือของอีกครึ่งโลก จะคิดถ้าสิ่งนี้เกิดขึ้นกับเรา
 It's damned easy to get in a war, but it's going to be awfully hard to ever extricate yourself if you get in.	 การเข้าสู่สงครามเป็นเรื่องง่ายมาก แต่ถ้าเข้าร่วมไปแล้ว การเอาตัวเองออกมาจะเป็นเรื่องยากแสนเข็ญ
 It's very easy...	 มันง่ายมาก ผมอยากได้ยินวอลเตอร์ และแมคนามาราประเมินเรื่องนี้
 To debate it? All right, what's a possible time...	 - อภิปรายเรื่องนี้เหรอ ก็ได้ - ใช่ เป็นเวลาที่น่าจะเกิดขึ้นได้
 Tragedy had brought Lyndon Johnson to the presidency in November of 1963.	 โศกนาฏกรรมทำให้ลินดอน จอห์นสัน เป็นประธานาธิบดีในเดือนพฤศจิกายน ปี 1963
 And he would not feel himself fully in charge until he had faced the voters the following year.	 เขาคงไม่รู้สึกว่าตัวเองมีอำนาจเต็มที่ จนกระทั่งเขาได้พบผู้ลงคะแนนในปีถัดมา
 But his ambitions for his country were as great as those of his hero, Franklin Roosevelt.	 แต่ความทะเยอทะยานของเขา สำหรับประเทศนี้ยิ่งใหญ่มาก เท่ากับฮีโร่ของเขา แฟรงกลิน โรสเวลต์
 During his years in the White House, he would lead the struggle to win passage of more than 200 important pieces of legislation.	 ในช่วงสมัยของเขาในทำเนียบขาว เขานำการต่อสู้เพื่อชนะเส้นทาง ไปสู่กฎหมายที่สำคัญมากกว่า 200 รายการ
 The Civil Rights Act of 1964, the Voting Rights Act of 1965, federal aid to education, Head Start, Medicare, and a whole series of bills aimed at ending poverty in America, all intended to create what he called "The Great Society." In foreign affairs, Johnson was less self-assured.	 พระราชบัญญัติสิทธิพลเมืองปี 1964 พระราชบัญญัติการลงคะแนนเสียงปี 1965 การสนับสนุนการศึกษาของรัฐบาล โครงการการศึกษาแรกเริ่ม โครงการเมดิแคร์ และร่างกฎหมายทั้งหมด ที่มุ่งขจัดความยากจนในอเมริกา ทุกอย่างมุ่งที่จะสร้าง สิ่งที่เขาเรียกว่า สังคมที่ยิ่งใหญ่ ด้านการต่างประเทศ จอห์นสันไม่ค่อยมีความมั่นใจในตัวเองนัก
 "Foreigners are not like the folks I'm used to," he once said.	 "ชาวต่างประเทศไม่เหมือนผู้คนที่ผมคุ้นเคย" เขาเคยพูดเอาไว้
 To deal with them, he retained in office all of John Kennedy's top advisors.	 ในการรับมือกับพวกเขา เขาเก็บที่ปรึกษา อันดับสูงของจอห์น เคนเนดี้ไว้ทั้งหมด
 Dean Rusk at State, Robert McNamara at Defense, McGeorge Bundy as his National Security Advisor.	 ดีน รัสก์ กระทรวงต่างประเทศ โรเบิร์ต แมคนามาร่า กระทรวงกลาโหม แมคจอร์จ บันดี้ เป็นที่ปรึกษาด้านความมั่นคงแห่งชาติ
 "I need you," he told them, more than his predecessor had.	 เขาบอกพวกเขาว่า "ผมต้องการพวกคุณ" มากกว่าที่ผู้อยู่ในตำแหน่งก่อนหน้าเขา
 Publicly, Johnson pledged that "This nation will keep its commitments from South Vietnam to West Berlin." But privately, Vietnam filled him with dread.	 จอห์นสันพูดต่อหน้าสาธารณชนว่า "ประเทศนี้จะรักษาปณิธาน จากเวียดนามใต้ไปสู่เบอร์ลินตะวันตก" แต่โดยส่วนตัวแล้ว เวียดนามทำให้เขากลัว
 "It's going to be hell in a handbasket out there," his ambassador told him.	 "มันจะเข้าสู่สภาวะ ความสัมพันธ์ที่ย่ำแย่อย่างรวดเร็ว" เอกอัครราชทูตบอกเขา
 "I want the South Vietnamese to get off their butts and get out into those jungles and whip the hell out of some communists," the president said.	 "ผมอยากให้ชาวเวียดนามใต้ลุกขึ้นมา และเข้าไปในป่าพวกนั้น แล้วโค่นพวกคอมมิวนิสต์เสีย" ประธานาธิบดีกล่าว
 "And then I want 'em to leave me alone, because I've got some bigger things to do right here at home." Johnson had opposed the military coup that had overthrown and murdered South Vietnamese president Ngo Dinh Diem, fearing it would make a bad situation worse.	 "และจากนั้นผมอยากให้ พวกนั้นอย่ามายุ่งกับผม เพราะผมมีสิ่งอื่นที่ใหญ่กว่าต้องทำที่บ้าน" จอห์นสันคัดค้านการรัฐประหาร โดยกองทัพที่ล้มล้างอำนาจ และสังหารโง ดินห์ เดียม ประธานาธิบดีของเวียดนามใต้ เพราะกลัวว่าจะทำให้ สถานการณ์ที่เลวร้ายแย่ลงไปอีก
 It had.	 ซึ่งก็จริง
 The National Liberation Front, the Viet Cong, was making coordinated attacks throughout the countryside, some 400 of them in just two weeks.	 แนวร่วมปลดปล่อยแห่งชาติหรือเวียดกง ทำการโจมตีร่วมกันในชนบท ถึง 400 ครั้งในเพียงสองสัปดาห์
 When Diem was overthrown, we were so excited, we thought we were close to liberating the whole country.	 เมื่อเดียมถูกโค่นอำนาจ เรารู้สึกตื่นเต้นเป็นอย่างมาก เรานึกว่าเราใกล้จะปลดปล่อย ทั้งประเทศให้เป็นอิสระได้แล้ว (เล กวน กง) (เวียดกง)
 We began attacking the enemy day and night.	 เราเริ่มโจมตีศัตรูทั้งกลางวันและกลางคืน
 More and more puppet soldiers surrendered or defected to our side.	 พลทหารรายแล้วรายเล่ายอมแพ้ หรือไม่ก็เปลี่ยนฝ่ายเข้าข้างเรา
 More and more young people joined our armed forces.	 คนหนุ่มสาวเข้าร่วมกองทัพของเราเพิ่มขึ้นเรื่อยๆ
 An estimated 40% of the South Vietnamese countryside, and more than 50% of the people, were effectively in the hands of the Viet Cong.	 ประมาณ 40 เปอร์เซ็นต์ ของชาวเวียดนามใต้ในชนบท และมากกว่า 50 เปอร์เซ็นต์ของประชาชน อยู่ในมือของเวียดกงอย่างเต็มที่
 And the Vietnamese generals who had overthrown Ngo Dinh Diem were bickering among themselves.	 และเหล่านายพลของเวียดนาม ที่โค่นอำนาจโง ดินห์ เดียม ได้แตกคอกันเอง
 The assassination of Ngo Dinh Diem set in motion a series of coups.	 การสังหารโง ดินห์ เดียม (โรเบิร์ต โรลต์) (กองกำลังพิเศษ) เกิดขึ้นในการรัฐประหารหลายครั้ง
 Each government was less effective than the one before.	 รัฐบาลแต่ละชุดมีประสิทธิภาพ น้อยกว่ารัฐบาลชุดก่อน
 In January 1964, with U.S. encouragement, General Nguyen Khanh staged yet another coup.	 ในเดือนมกราคมปี 1964 ด้วยการสนับสนุนของสหรัฐอเมริกา (นายพลเหงียน คานห์) นายพลเหงียน คานห์ ยังได้วางแผนการรัฐประหารอีก
 In March, Johnson sent McNamara to Vietnam with instructions to show the people that Khanh was "our boy." Johnson said, "Let's get him out and get him speaking to people, and let McNamara go with him as well so that people can see that the United States is solidly behind this man." We fully support the people of South Vietnam.	 ในเดือนมีนาคม จอห์นสันส่งแมคนามาร่า ไปเวียดนามพร้อมคำสั่งว่า เพื่อแสดงให้ประชาชนเห็นว่า คานห์เป็นคนของเรา จอห์นสันบอกว่า "ให้เขาออกมา และพูดต่อหน้าประชาชน และให้แมคนามาร่าไปกับเขาด้วย เพื่อให้ประชาชนเห็นว่าสหรัฐอเมริกา (แซม วิลสัน) (กองทัพบก) อยู่เบื้องหลังผู้ชายคนนี้" เราสนับสนุนประชาชนของเวียดนามใต้เต็มที่
 It was natural for the American to support the man on the spot.	 เป็นธรรมดาที่ชาวอเมริกัน จะสนับสนุนคนที่อยู่ในตำแหน่ง
 So he went along with General Khanh in a kind of trip somewhere in the countryside.	 ดังนั้นเขาจึงไปพร้อมกับนายพลคานห์ (บุ๋ย เดียม) (ทูตของเวียดนามใต้) ในการเดินทางไปที่แห่งหนึ่งในชนบท
 When Khanh gave a tedious, long, laborious speech ending up with...	 ตอนที่คานห์กล่าวสุนทรพจน์ที่ยาวนาน น่าเบื่อ และใช้ความพยายามมากซึ่งจบด้วย...
 "Vietnam a thousand years." McNamara leaned over to the microphone and said...	 "เวียดนามหนึ่งพันปี" แมคนามาร่าไปที่ไมโครโฟนและพูดว่า
 The American pronounce it has a different meaning in Vietnamese.	 การออกเสียงของคนอเมริกัน มีความหมายอีกอย่างในภาษาเวียดนาม
 What he was saying was something like, "The little duck, he wants to lie down." He wasn't aware of the tonal difference.	 สิ่งที่เขาพูดมีความหมายเหมือนว่า "เป็ดน้อย เขาต้องการจะนอน" เขาไม่รู้เรื่องความแตกต่างของโทนเสียง
 And McNamara grabbed one fist and held them up.	 และแมคนามาร่าจับมือข้างหนึ่งและยกขึ้น
 And the crowd practically disintegrated on the cobblestones.	 และฝูงชนก็กระจายตัวบนพื้นก้อนหิน
 "No more of this coup shit," President Johnson told his advisors.	 "ไม่เอารัฐประหารแบบนี้แล้ว" ประธานาธิบดีบอกที่ปรึกษาของเขา
 But Khanh, too, lacked popular legitimacy, and other generals continued to jockey for power.	 แต่คานห์ก็ขาดความชอบที่นิยมเช่นกัน และนายพลคนอื่นก็ยังคงคุมอำนาจต่อ
 Washington turned a deaf ear to Buddhist calls for the genuinely representative government they'd hoped they'd get when Diem was overthrown.	 วอชิงตันเพิกเฉยต่อการเรียกร้องของชาวพุทธ สำหรับรัฐบาลผู้แทนแบบดั้งเดิม ที่พวกเขาหวังว่าจะได้รับ สำหรับรัฐบาลผู้แทนแบบดั้งเดิม ที่พวกเขาหวังว่าจะได้รับ เมื่อเดียมถูกโค่นอำนาจ
 Between January 1964 and June of 1965, there would be eight different governments.	 ระหว่างเดือนมกราคม ปี 1964 และมิถุนายน ปี 1965 น่าจะมีรัฐบาลที่แตกต่างกันแปดชุด
 All of their leaders were so close to the Americans that they were seen as puppets.	 ผู้นำทุกคนของรัฐบาลมีความใกล้ชิดกับชาวอเมริกัน และถูกมองว่าเป็นหุ่นเชิด
 One weary Johnson aide suggested that the national symbol of South Vietnam should be a turnstile.	 ผู้ช่วยที่เหนื่อยล้าของจอห์นสันแนะนำว่า สัญลักษณ์แห่งชาติของเวียดนามใต้ ควรเป็นประตูหมุน
 These demonstrating students seem to symbolize the kind of anarchy that is descending on Saigon these days.	 เหล่านักศึกษาที่มาประท้วง ดูเหมือนจะเป็นสัญลักษณ์ ถึงอนาธิปไตยที่โจมตีไซ่ง่อนทุกวันนี้
 This kind of political backbiting is having serious consequences in the countryside, for until a strong government begins to function here in Saigon, the war against the communists will continue to founder.	 การลอบกัดทางการเมืองแบบนี้ มีผลลัพธ์ที่เลวร้ายในชนบท จนกระทั่งรัฐบาลที่เข้มแข็ง เริ่มจะทำหน้าที่ในไซ่ง่อน สงครามต่อต้านคอมมิวนิสต์จะระส่ำระสายต่อไป
 It's very difficult to talk about Uncle Ho.	 การพูดถึงลุงโฮเป็นเรื่องยากมาก
 I was close to him.	 ผมใกล้ชิดกับเขา
 Once a senior cadre asked him, "Uncle, how come you wear rubber sandals and such simple khaki clothes?" And Ho asked him, "If your people are barefoot, what do you do? Who's above whom?" Ho Chi Minh was still a beloved figure in North Vietnam, still concerned that his country remained fragile, still wary that stepping up the conflict in the South might force the Americans to take a still more active role.	 ครั้งหนึ่งแกนนำอาวุโสถามเขาว่า "ลุง ทำไมถึงใส่รองเท้าแตะยางล่ะครับ แล้วก็ชุดกากีธรรมดานั่นอีก" และโฮถามเขาว่า "ถ้าประชาชนของคุณเดินเท้าเปล่า คุณจะทำยังไงล่ะ (ดง ซี เหงียน) (กองทัพเวียดนามเหนือ) ใครเหนือกว่าใคร" โฮจิมินห์ยังคงเป็นบุคคล ที่เคารพรักในเวียดนามเหนือ ซึ่งยังคงกังวลว่า ประเทศของเขายังคงบอบบาง ยังคงกังวลว่าการก้าวไปสู่ความขัดแย้งทางใต้ อาจบังคับให้พวกอเมริกัน มีบทบาทในเชิงรุกมากขึ้น
 But Ho now shared power with younger, more impatient leaders.	 แต่โฮได้ใช้อำนาจร่วมกับ ผู้นำที่มีความอดทนมากกว่าและอายุน้อยกว่า
 There had been change and turmoil in North Vietnam, too, just as there had been in Saigon and Washington, though Americans knew almost nothing about it.	 มีการเปลี่ยนแปลง และความโกลาหลในเวียดนามเหนือเช่นกัน เช่นเดียวกับที่เกิดในไซ่ง่อนและวอชิงตัน แต่ชาวอเมริกันแทบจะไม่รู้อะไรเลย
 There were two factions in the North.	 ในฝั่งเหนือมีการแบ่งเป็นสองฝ่าย
 Although they agreed on liberating the South, they were still debating how much violence should be used.	 แม้พวกเขาจะเห็นด้วยกับการปลดปล่อยฝ่ายใต้ (ฮุย ดึ๊ก) (เวียดนามเหนือ) พวกเขายังคงโต้เถียง ว่าควรใช้ความรุนแรงมากเพียงใด
 At the Ninth Party Plenum that began in Hanoi on November 22, 1963, the day President Kennedy was killed in Dallas, the Politburo had argued over how best to proceed in the war.	 ในการประชุมพรรคการเมืองครั้งที่เก้า ที่เริ่มในกรุงฮานอย (คณะกรรมการพรรคคอมมิวนิสต์) (ฮานอย) ในวันที่ 22 พฤศจิกายน ปี 1963 วันที่ประธานาธิบดีเคนเนดี้ถูกสังหารในดัลลัส คณะกรรมการพรรคคอมมิวนิสต์ โต้เถียงเรื่องจะทำให้ดีที่สุดอย่างไรในสงคราม
 North Vietnam's two communist patrons, the Soviet Union and China, were giving them conflicting advice.	 สองผู้อุปถัมภ์คอมมิวนิสต์ของเวียดนามเหนือ สหภาพโซเวียตและจีน สองผู้อุปถัมภ์คอมมิวนิสต์ของเวียดนามเหนือ สหภาพโซเวียตและจีน กำลังให้คำแนะนำที่ขัดแย้งกัน
 We called them the two big brothers.	 เราเรียกพวกเขาว่าสองพี่ใหญ่
 The USSR had a new policy of de-escalating the Cold War, while China urged worldwide revolution through violence.	 สหภาพโซเวียดมีนโยบายใหม่ ในการลดสงครามเย็น ในขณะที่จีนเร่งให้มีการปฏิรูปทั่วโลก... (เหงียน หง็อก) (กองทัพเวียดนามเหนือ) ด้วยความรุนแรง
 In two weeks of sometimes bitter debate, Ho Chi Minh, who favored the Soviet strategy, was outmaneuvered by party First Secretary Le Duan, who sided with the Chinese.	 ในสองสัปดาห์ของการโต้แย้งที่ขัดกันในบางครั้ง โฮจิมินห์ซึ่งเห็นด้วยกับกลยุทธ์ของโซเวียต ถูกเอาชนะโดยใช้อุบายโดย เล สวน เลขานุการเอกของพรรค ซึ่งอยู่ฝ่ายจีน
 So when they cast their ballots, Ho excused himself and left the room.	 ดังนั้นเมื่อพวกเขาให้ลงคะแนนเสียง โฮก็ขอตัวและออกจากห้องไป
 After that, Ho Chi Minh's actual power was significantly diminished.	 หลังจากนั้น พลังที่แท้จริงของโฮจิมินห์ ก็หายไปอย่างเห็นได้ชัด
 From then on, the person with total power, and who controlled the war, was Le Duan.	 ตั้งแต่นั้นมา คนที่มีอำนาจทั้งหมด และคนที่ควบคุมสงคราม คือเล สวน
 Le Duan believed that with Diem gone, and the Saigon government in disarray, it was time to move quickly in 1964.	 เล สวนเชื่อว่าเมื่อเดียมไปแล้ว และรัฐบาลไซ่ง่อนอยู่ในภาวะสับสน มันถึงเวลาที่จะเคลื่อนที่อย่างรวดเร็วในปี 1964
 He proposed a two-phase plan for victory in South Vietnam.	 เขาเสนอแผนที่มีสองระยะ เพื่อชัยชนะในเวียดนามใต้
 The first phase would destroy A.R.V.N. forces through big, "decisive battles".	 ระยะแรกจะทำลายกองกำลัง ของกองทัพบกสาธารณรัฐเวียดนาม ด้วยการต่อสู้ครั้งใหญ่และเด็ดเดี่ยว
 The second, an attack on the cities, Le Duan believed, would then set off popular revolts within them.	 ครั้งที่สองคือการโจมตีเมืองต่างๆ ที่เล สวนเชื่อว่า จะเป็นการยุติการปฏิบัติที่นิยมในเมืองเหล่านั้น
 Party leaders and others suspected of having opposed the plan were denounced as "revisionists," demoted, dismissed, imprisoned.	 ผู้นำพรรคการเมืองและคนอื่นๆ ที่ถูกสงสัยว่าคัดค้านแผน ถูกประณามว่า "ผู้ยึดถือลัทธิใหม่" ถูกลดตำแหน่ง ไล่ออก จำคุก ถูกลดตำแหน่ง ไล่ออก จำคุก
 Hundreds were sent to "re-education camps." "Uncle Ho wavers," Le Duan said, "but I have only one goal, final victory." Secretary McNamara on line 0.	 หลายร้อยคนถูกส่งไปค่ายปรับความรู้ใหม่ "ลุงโฮโลเล" เล สวนกล่าว "แต่ผมมีแค่เป้าหมายเดียว ชัยชนะสุดท้าย" ท่านรัฐมนตรีแมคนามาร่าอยู่ในสายศูนย์
 Bob? Yes, Mr. President? I hate to bother you, but...	 - บ็อบเหรอ - ครับ ท่านประธานาธิบดี (ลินดอน จอห์นสัน) (ประธานาธิบดีของสหรัฐอเมริกา) - ขอโทษที่รบกวน แต่... - ไม่เป็นไรเลยครับ
 No trouble at all.	 (โรเบิร์ต แมคนามาร่า) (รัฐมนตรีกระทรวงกลาโหม)
 Tell me, have we got anybody that's got a military mind that can give us some military plans for winning that war? Let's get some more of something, my friend, because I'm going to have a heart attack if you don't get me something.	 บอกผมที เราได้คนที่มีจิตใจแบบทหาร บอกผมที เราได้คนที่มีจิตใจแบบทหาร ที่สามารถวางแผนทางทหารให้เรา เพื่อชนะสงครามนั่นใช่ไหม ที่สามารถวางแผนทางทหารให้เรา เพื่อชนะสงครามนั่นใช่ไหม ลองไปหาคนมาเพิ่มอีกสิ เพื่อน เพราะผมจะหัวใจวายแน่ถ้าคุณไม่หาคนมาให้
 We need somebody over there that can get us some better plans than we got, because what we got is what we've had since '54.	 เราต้องการใครสักคนที่นั่น ที่สามารถคิดแผนที่ดีกว่าที่เรามี เพราะสิ่งที่เรามี คือสิ่งที่เรามีมาตั้งแต่ปี 1954
 We're not getting it done.	 เราทำไม่สำเร็จสักที เรากำลังจะแพ้
 We're... We're losing.	 เราทำไม่สำเร็จสักที เรากำลังจะแพ้ มันเป็นเหตุผลหนึ่งที่ผมอยากกลับไป
 Well, it's one reason I want to go back.	 มันเป็นเหตุผลหนึ่งที่ผมอยากกลับไป
 Kick 'em in the tail a little bit will help here at this point.	 เตะหางพวกเขาสักนิด น่าจะช่วยเรื่องนี้ได้ในตอนนี้
 Yeah.	 ใช่
 What I want is somebody to lay up some plans to trap these guys and whup hell out of 'em.	 สิ่งที่ผมต้องการ คือให้ใครบางคนคิดวางแผน เพื่อวางกับดักคนพวกนี้และเฆี่ยนพวกเขา
 Kill some of 'em.	 ฆ่าพวกเขาเสียบ้าง
 That's what I want to do.	 ผมอยากทำแบบนั้น
 I'll try and bring something back that will meet that objective.	 ผมจะพยายามและเอาบางอย่างกลับมา ที่จะเป็นไปตามวัตถุประสงค์นั้น
 Okay, Bob.	 โอเค บ็อบ
 Thank you.	 ขอบคุณ
 When his counselors urged him to do so, Johnson increased the number of American military personnel from 16,000 to more than 23,000 by the end of the year.	 เมื่อที่ปรึกษาของเขาเร่งให้เขาทำเช่นนั้น จอห์นสันเพิ่มจำนวนทหารอเมริกัน จาก 16,000 เป็นมากกว่า 23,000 นาย ทหารอเมริกัน 23,000 คน ในสิ้นปีนั้น
 But he wanted his own team in Saigon.	 แต่เขาต้องการทีมของตัวเองในไซ่ง่อน
 He replaced Henry Cabot Lodge, making General Maxwell Taylor his ambassador, and selected 49-year-old General William Westmoreland, a decorated commander from WWII and Korea, to lead the American military effort.	 เขาแทนที่เฮนรี คาบ็อท ล็อดจ์ และตั้งนายพลแมกซ์เวล เทย์เลอร์ เป็นเอกอัครราชทูตของเขา และเลือกนายพลวิลเลียม เวสต์มอร์แลนด์ วัย 49 ปี ผู้บัญชาการที่ติดเหรียญกล้าหาญ จากสงครามโลกครั้งที่สองและสงครามเกาหลี ให้นำกองกำลังทหารของอเมริกา
 The president hoped to force Hanoi to abandon its support for the guerrilla struggle in the South by gradually escalating military pressure.	 ประธานาธิบดีหวังจะบังคับให้ฮานอยเลิกสนับสนุน การต่อสู้แบบกองโจรในตอนใต้ โดยค่อยๆ เพิ่มแรงกดดันทางการทหาร
 He authorized American pilots to bomb North Vietnamese troops and installations in the neighboring country of Laos.	 เขาอนุญาตให้นักบินของอเมริกา วางระเบิดกองทัพเวียดนามเหนือ และค่ายทหารในลาว ซึ่งเป็นประเทศเพื่อนบ้าน (ลาว - เวียดนามเหนือ อ่าวตังเกี๋ย)
 And he directed the military to oversee South Vietnamese shelling of North Vietnamese islands and raids on coastal bases.	 และเขานำกองทัพทหาร เพื่อตรวจสอบการระดมยิงของเวียดนามใต้ ในเกาะของเวียดนามเหนือ และการจู่โจมฐานทัพบนชายฝั่ง
 All of it was to be conducted in secret.	 ทุกอย่างจะต้องทำเป็นความลับ
 The American people were not to be told.	 ประชาชนชาวอเมริกันจะต้องไม่รู้
 It was an election year.	 ปีนั้นเป็นปีเลือกตั้ง
