'00010	What can I practise here?	Complete the sentences. Choose all possible correct answers.	[ 'm not knowing ; wasn't knowing ; don't know ; doesn't know ]	don't know	I ... how she stays so fit.	I don't know how she stays so fit.
'00230	Unit 1: Present continuous and present simple 1	Complete the sentences with the correct verb form. If both forms are correct, choose both.	[ confess ; am confessing ]	confess	<b>A</b>: What did you think of Professor Welch's lecture?<br /><b>B</b>: I ... I didn't understand a word!	<b>A</b>: What did you think of Professor Welch's lecture?<br /><b>B</b>: I confess I didn't understand a word!
'00240	Unit 1: Present continuous and present simple 1	Complete the sentences with the correct verb form. If both forms are correct, choose both.	[ sounds ; is sounding ]	sounds / is sounding	That piece ... a lot better than when I last heard you play it.	That piece sounds / is sounding a lot better than when I last heard you play it.
'00250	Unit 1: Present continuous and present simple 1	Complete the sentences with the correct verb form. If both forms are correct, choose both.	[ prefer ; am preferring ]	prefer	I'm terrified of flying, so I ... going by car or boat.	I'm terrified of flying, so I prefer going by car or boat.
'00260	Unit 1: Present continuous and present simple 1	Complete the sentences with the correct verb form. If both forms are correct, choose both.	[ imagine ; are imagining ]	are imagining	<b>A</b>: What's that noise?<br /><b>B</b>: You ... things. There's no one else in the house.	<b>A</b>: What's that noise?<br /><b>B</b>: You are imagining things. There's no one else in the house.
'00270	Unit 1: Present continuous and present simple 1	Complete the sentences with the correct verb form. If both forms are correct, choose both.	[ costs ; is costing ]	costs / is costing	I phone home every day, but it ... me a fortune.	I phone home every day, but it costs / is costing me a fortune.
'00280	Unit 1: Present continuous and present simple 1	Complete the sentences with the correct verb form. If both forms are correct, choose both.	[ believe ; are believing ]	believe	Police ... that the robbers may already have left the country.	Police believe that the robbers may already have left the country.
'00290	Unit 1: Present continuous and present simple 1	Complete the sentences with the correct verb form. If both forms are correct, choose both.	[ don't suggest ; am not suggesting ]	don't suggest / am not suggesting	It was very kind of Karen to offer to lend you the money as she isn't terribly well off. Of course, I ... you refuse her offer.	It was very kind of Karen to offer to lend you the money as she isn't terribly well off. Of course, I don't suggest / am not suggesting you refuse her offer.
'00300	Unit 1: Present continuous and present simple 1	Complete the sentences with the correct verb form. If both forms are correct, choose both.	[ considers ; is considering ]	is considering	Apparently Daniel ... going back to live in Spain.	Apparently Daniel is considering going back to live in Spain.
'00310	Unit 1: Present continuous and present simple 1	Complete the sentences with the correct verb form. If both forms are correct, choose both.	[ find ; am finding ]	find / am finding	I thought the job would be easy, but actually I ... it really difficult.	I thought the job would be easy, but actually I find / am finding it really difficult.
'00320	Unit 1: Present continuous and present simple 1	Complete the sentences with the correct verb form. If both forms are correct, choose both.	[ refuse ; am refusing ]	refuse	I ... to accept the court’s decision, and I plan to appeal against it.	I refuse to accept the court’s decision, and I plan to appeal against it.
'00330	Unit 2: Present continuous and present simple 2	Are the underlined verbs correct? If not, correct them with either the present continuous or present simple.	[ 'm understanding ]	understand	I ...  you wish to make a complaint about the hotel.	I understand  you wish to make a complaint about the hotel.
'00340	Unit 2: Present continuous and present simple 2	Are the underlined verbs correct? If not, correct them with either the present continuous or present simple.	[ hear ]	hear	I ...  you're getting married. Congratulations!	I hear  you're getting married. Congratulations!
'00350	Unit 2: Present continuous and present simple 2	Are the underlined verbs correct? If not, correct them with either the present continuous or present simple.	[ is telling ]	tells	Amy ...  me you teach the piano. I'd really like some lessons if you've got time.	Amy tells  me you teach the piano. I'd really like some lessons if you've got time.
'00360	Unit 2: Present continuous and present simple 2	Are the underlined verbs correct? If not, correct them with either the present continuous or present simple.	[ am seeing ]	see	I ...  that they're forecasting heavy snow for the weekend.	I see  that they're forecasting heavy snow for the weekend.
'00370	Unit 2: Present continuous and present simple 2	Are the underlined verbs correct? If not, correct them with either the present continuous or present simple.	[ says ]	says	Have you seen today's paper? It ...  that the government's going to expand broadband in rural areas.	Have you seen today's paper? It says  that the government's going to expand broadband in rural areas.
'00380	Unit 2: Present continuous and present simple 2	Are the underlined verbs correct? If not, correct them with either the present continuous or present simple.	[ is scoring ]	scores	Cole ...  another three points for England. ...	Cole scores  another three points for England. ...
'00390	Unit 2: Present continuous and present simple 2	Are the underlined verbs correct? If not, correct them with either the present continuous or present simple.	[ is playing ]	is playing	... He ...  superb rugby during this match.	... He is playing  superb rugby during this match.
'00400	Unit 2: Present continuous and present simple 2	Are the underlined verbs correct? If not, correct them with either the present continuous or present simple.	[ walk ]	am walking	I ...  along the road ...	I am walking  along the road ...
'00410	Unit 2: Present continuous and present simple 2	Are the underlined verbs correct? If not, correct them with either the present continuous or present simple.	[ hits ]	hits	... when all of a sudden this bird ...  me in the chest. ...	... when all of a sudden this bird hits  me in the chest. ...
'00420	Unit 2: Present continuous and present simple 2	Are the underlined verbs correct? If not, correct them with either the present continuous or present simple.	[ only wear ]	am only wearing	... I ...  a T-shirt ...	... I am only wearing  a T-shirt ...
'00430	Unit 2: Present continuous and present simple 2	Are the underlined verbs correct? If not, correct them with either the present continuous or present simple.	[ is hurting ]	hurts	... and so it ...  a lot. ...	... and so it hurts  a lot. ...
'00440	Unit 2: Present continuous and present simple 2	Are the underlined verbs correct? If not, correct them with either the present continuous or present simple.	[ flies ]	flies	But the bird just ...  off unharmed!	But the bird just flies  off unharmed!
'00450	Unit 2: Present continuous and present simple 2	Complete the sentences with the verb forms from the list. Use the same verb for each pair of sentences.	[ always arrives ; is always arriving ; goes ; is going ; usually work ; am usually working ; generally put ; am generally putting ; borrows ; is forever borrowing ; wonder ; am wondering ]	wonder	Will the new wardrobe fit through the front door, I ...?	Will the new wardrobe fit through the front door, I wonder?
'00460	Unit 2: Present continuous and present simple 2	Complete the sentences with the verb forms from the list. Use the same verb for each pair of sentences.	[ always arrives ; is always arriving ; goes ; is going ; usually work ; am usually working ; generally put ; am generally putting ; borrows ; is forever borrowing ; wonder ; am wondering ]	am wondering	A couple of people have complained about the new working hours, and I ... whether that's a more general view.	A couple of people have complained about the new working hours, and I am wondering whether that's a more general view.
'00470	Unit 2: Present continuous and present simple 2	Complete the sentences with the verb forms from the list. Use the same verb for each pair of sentences.	[ always arrives ; is always arriving ; goes ; is going ; usually work ; am usually working ; generally put ; am generally putting ; borrows ; is forever borrowing ; wonder ; am wondering ]	am usually working / usually work	Come and see me at about three. I ... in my office at that time.	Come and see me at about three. I am usually working / usually work in my office at that time.
'00480	Unit 2: Present continuous and present simple 2	Complete the sentences with the verb forms from the list. Use the same verb for each pair of sentences.	[ always arrives ; is always arriving ; goes ; is going ; usually work ; am usually working ; generally put ; am generally putting ; borrows ; is forever borrowing ; wonder ; am wondering ]	usually work	I find I ... best early in the morning before everyone arrives.	I find I usually work best early in the morning before everyone arrives.
'00490	Unit 2: Present continuous and present simple 2	Complete the sentences with the verb forms from the list. Use the same verb for each pair of sentences.	[ always arrives ; is always arriving ; goes ; is going ; usually work ; am usually working ; generally put ; am generally putting ; borrows ; is forever borrowing ; wonder ; am wondering ]	goes	This road ... all the way to Barcelona.	This road goes all the way to Barcelona.
'00500	Unit 2: Present continuous and present simple 2	Complete the sentences with the verb forms from the list. Use the same verb for each pair of sentences.	[ always arrives ; is always arriving ; goes ; is going ; usually work ; am usually working ; generally put ; am generally putting ; borrows ; is forever borrowing ; wonder ; am wondering ]	is going / goes	<b>A</b>: Rob will need to be up at about two o'clock in the morning.<br /><b>B</b>: Two o'clock! Usually, he ... to bed at that time.	<b>A</b>: Rob will need to be up at about two o'clock in the morning.<br /><b>B</b>: Two o'clock! Usually, he is going / goes to bed at that time.
'00510	Unit 2: Present continuous and present simple 2	Complete the sentences with the verb forms from the list. Use the same verb for each pair of sentences.	[ always arrives ; is always arriving ; goes ; is going ; usually work ; am usually working ; generally put ; am generally putting ; borrows ; is forever borrowing ; wonder ; am wondering ]	am generally putting / generally put	<b>A</b>: Shall I come round at about eight?<br /><b>B</b>: I ... the children to bed at that time. Make it after nine.	<b>A</b>: Shall I come round at about eight?<br /><b>B</b>: I am generally putting / generally put the children to bed at that time. Make it after nine.
'00520	Unit 2: Present continuous and present simple 2	Complete the sentences with the verb forms from the list. Use the same verb for each pair of sentences.	[ always arrives ; is always arriving ; goes ; is going ; usually work ; am usually working ; generally put ; am generally putting ; borrows ; is forever borrowing ; wonder ; am wondering ]	generally put	I ... an extra duvet on my bed in really cold weather.	I generally put an extra duvet on my bed in really cold weather.
'00530	Unit 2: Present continuous and present simple 2	Complete the sentences with the verb forms from the list. Use the same verb for each pair of sentences.	[ always arrives ; is always arriving ; goes ; is going ; usually work ; am usually working ; generally put ; am generally putting ; borrows ; is forever borrowing ; wonder ; am wondering ]	always arrives	My train ... on time, so I'm very happy with the service.	My train always arrives on time, so I'm very happy with the service.
'00540	Unit 2: Present continuous and present simple 2	Complete the sentences with the verb forms from the list. Use the same verb for each pair of sentences.	[ always arrives ; is always arriving ; goes ; is going ; usually work ; am usually working ; generally put ; am generally putting ; borrows ; is forever borrowing ; wonder ; am wondering ]	is always arriving / always arrives	I'm going to email Onur's parents. He ... late for school.	I'm going to email Onur's parents. He is always arriving / always arrives late for school.
'00550	Unit 2: Present continuous and present simple 2	Complete the sentences with the verb forms from the list. Use the same verb for each pair of sentences.	[ always arrives ; is always arriving ; goes ; is going ; usually work ; am usually working ; generally put ; am generally putting ; borrows ; is forever borrowing ; wonder ; am wondering ]	is forever borrowing / borrows	He's never got any money – he ... it from other people.	He's never got any money – he is forever borrowing / borrows it from other people.
'00560	Unit 2: Present continuous and present simple 2	Complete the sentences with the verb forms from the list. Use the same verb for each pair of sentences.	[ always arrives ; is always arriving ; goes ; is going ; usually work ; am usually working ; generally put ; am generally putting ; borrows ; is forever borrowing ; wonder ; am wondering ]	borrows	Whenever he ... money, he always pays it back straight away.	Whenever he borrows money, he always pays it back straight away.
'00570	Unit 3: Past simple and present perfect	Complete the sentences. Use the present perfect or past simple form of a verb from the list.	[ arrive ; finish ; get ; have ; help ; wash ; mark ; phone ; see ; start ; take ; work ]	arrived	The plane had already left by the time we ... at the airport.	The plane had already left by the time we arrived at the airport.
'00580	Unit 3: Past simple and present perfect	Complete the sentences. Use the present perfect or past simple form of a verb from the list.	[ arrive ; finish ; get ; have ; help ; wash ; mark ; phone ; see ; start ; take ; work ]	have washed	After you ... the windows, can you vacuum the sitting room, please?	After you have washed the windows, can you vacuum the sitting room, please?
'00590	Unit 3: Past simple and present perfect	Complete the sentences. Use the present perfect or past simple form of a verb from the list.	[ arrive ; finish ; get ; have ; help ; wash ; mark ; phone ; see ; start ; take ; work ]	have finished	I'll tidy my room up as soon as I ... my homework.	I'll tidy my room up as soon as I have finished my homework.
'00600	Unit 3: Past simple and present perfect	Complete the sentences. Use the present perfect or past simple form of a verb from the list.	[ arrive ; finish ; get ; have ; help ; wash ; mark ; phone ; see ; start ; take ; work ]	have seen	I ... three films this week, so I don't particularly want to see one on Friday as well.	I have seen three films this week, so I don't particularly want to see one on Friday as well.
'00610	Unit 3: Past simple and present perfect	Complete the sentences. Use the present perfect or past simple form of a verb from the list.	[ arrive ; finish ; get ; have ; help ; wash ; mark ; phone ; see ; start ; take ; work ]	worked	<b>A</b>: Are you ready for dinner?<br /><b>B</b>: Yes, please. I ... so hard in the office this morning that I didn't have any lunch.	<b>A</b>: Are you ready for dinner?<br /><b>B</b>: Yes, please. I worked so hard in the office this morning that I didn't have any lunch.
'00620	Unit 3: Past simple and present perfect	Complete the sentences. Use the present perfect or past simple form of a verb from the list.	[ arrive ; finish ; get ; have ; help ; wash ; mark ; phone ; see ; start ; take ; work ]	started	As soon as I ... the car I realised that something was wrong with the engine.	As soon as I started the car I realised that something was wrong with the engine.
'00630	Unit 3: Past simple and present perfect	Complete the sentences. Use the present perfect or past simple form of a verb from the list.	[ arrive ; finish ; get ; have ; help ; wash ; mark ; phone ; see ; start ; take ; work ]	phoned	My mother ... me three times this morning and then this afternoon she came round to my house.	My mother phoned me three times this morning and then this afternoon she came round to my house.
'00640	Unit 3: Past simple and present perfect	Complete the sentences. Use the present perfect or past simple form of a verb from the list.	[ arrive ; finish ; get ; have ; help ; wash ; mark ; phone ; see ; start ; take ; work ]	have marked	I ... 20 essays today, but I've still got 5 more before I go to bed.	I have marked 20 essays today, but I've still got 5 more before I go to bed.
'00650	Unit 3: Past simple and present perfect	Complete the sentences. Use the present perfect or past simple form of a verb from the list.	[ arrive ; finish ; get ; have ; help ; wash ; mark ; phone ; see ; start ; take ; work ]	have taken / have had	We ... one maths exam paper already this morning, and there's another one before lunch.	We have taken / have had one maths exam paper already this morning, and there's another one before lunch.
'00660	Unit 3: Past simple and present perfect	Complete the sentences. Use the present perfect or past simple form of a verb from the list.	[ arrive ; finish ; get ; have ; help ; wash ; mark ; phone ; see ; start ; take ; work ]	got	I was really surprised to hear that Francesco ... his job through a social networking site.	I was really surprised to hear that Francesco got his job through a social networking site.
'00670	Unit 3: Past simple and present perfect	Complete the sentences. Use the present perfect or past simple form of a verb from the list.	[ arrive ; finish ; get ; have ; help ; wash ; mark ; phone ; see ; start ; take ; work ]	have had / have taken	I'll have breakfast ready by the time you ... a shower.	I'll have breakfast ready by the time you have had / have taken a shower.
'00680	Unit 3: Past simple and present perfect	Complete the sentences. Use the present perfect or past simple form of a verb from the list.	[ arrive ; finish ; get ; have ; help ; wash ; mark ; phone ; see ; start ; take ; work ]	helped	I ... James move house this week and he sent me a big bunch of flowers to say 'thank you'.	I helped James move house this week and he sent me a big bunch of flowers to say 'thank you'.
'00690	Unit 3: Past simple and present perfect	Complete the sentences with the correct verb form.	[ have heard ; heard ]	have heard	It's the first time I ... Mr Brennan shout at anyone since he started teaching at the school.	It's the first time I have heard Mr Brennan shout at anyone since he started teaching at the school.
'00700	Unit 3: Past simple and present perfect	Complete the sentences with the correct verb form.	[ have lost ; lost ]	lost	Since they ... one-nil to Germany last year, France have won every one of their matches convincingly.	Since they lost one-nil to Germany last year, France have won every one of their matches convincingly.
'00710	Unit 3: Past simple and present perfect	Complete the sentences with the correct verb form.	[ has missed ; missed ]	has missed	If Lipman doesn’t recover from his injury, it will be the first time he ... playing at Wimbledon in the last decade.	If Lipman doesn’t recover from his injury, it will be the first time he has missed playing at Wimbledon in the last decade.
'00720	Unit 3: Past simple and present perfect	Complete the sentences with the correct verb form.	[ has never had ; never had ]	has never had	Since he's worked here, he ... a day off through illness.	Since he's worked here, he has never had a day off through illness.
'00730	Unit 3: Past simple and present perfect	Complete the sentences with the correct verb form.	[ have been ; was ]	was	It rained every day I ... in Melbourne.	It rained every day I was in Melbourne.
'00740	Unit 3: Past simple and present perfect	Complete the sentences with the correct verb form.	[ has walked ; walked ]	has walked	It's the first time he ... to school on his own, so he's a bit nervous.	It's the first time he has walked to school on his own, so he's a bit nervous.
'00750	Unit 3: Past simple and present perfect	Complete the sentences with the correct verb form.	[ has resigned ; resigned ]	resigned	He hasn't worked since he ... from the college over a year ago.	He hasn't worked since he resigned from the college over a year ago.
'00760	Unit 3: Past simple and present perfect	Complete the sentences with the correct verb form.	[ have said ; say ]	have said	You know, that's the first time you ... you like my cooking.	You know, that's the first time you have said you like my cooking.
'00770	Unit 3: Past simple and present perfect	Complete the sentences with the correct verb form.	[ has left ; left ]	left	She has made a remarkable recovery since she ... hospital a few days ago.	She has made a remarkable recovery since she left hospital a few days ago.
'00780	Unit 3: Past simple and present perfect	Complete the sentences with the correct verb form.	[ have known ; knew ]	have known	I've never heard Ken criticise anyone since I ... him.	I've never heard Ken criticise anyone since I have known him.
'00790	Unit 3: Past simple and present perfect	Complete the sentences with the correct verb form.	[ has announced ; announced ]	has announced	Here is the news. The Finance Minister ... huge cuts in spending on education.	Here is the news. The Finance Minister has announced huge cuts in spending on education.
'00800	Unit 3: Past simple and present perfect	Complete the sentences with the correct verb form.	[ has made ; made ]	made	He ... the announcement in a speech to teachers and university lecturers.	He made the announcement in a speech to teachers and university lecturers.
'00810	Unit 4: Past continuous and past simple	Complete the sentences with the correct verb form. If both forms are correct, choose both.	[ felt ; was feeling ]	felt / was feeling	The lesson had already gone on for 20 minutes more than it should and I ... pretty hungry.	The lesson had already gone on for 20 minutes more than it should and I felt / was feeling pretty hungry.
'00820	Unit 4: Past continuous and past simple	Complete the sentences with the correct verb form. If both forms are correct, choose both.	[ carried ; was carrying ]	was carrying	Tony hurt his back while he ... a heavy suitcase.	Tony hurt his back while he was carrying a heavy suitcase.
'00830	Unit 4: Past continuous and past simple	Complete the sentences with the correct verb form. If both forms are correct, choose both.	[ waited ; were waiting ]	were waiting	When the plane arrived the police ... and Michel was immediately arrested.	When the plane arrived the police were waiting and Michel was immediately arrested.
'00840	Unit 4: Past continuous and past simple	Complete the sentences with the correct verb form. If both forms are correct, choose both.	[ ran ; were running ]	ran / were running	They ... off with my handbag as I was looking the other way.	They ran / were running off with my handbag as I was looking the other way.
'00850	Unit 4: Past continuous and past simple	Complete the sentences with the correct verb form. If both forms are correct, choose both.	[ waited ; was waiting ]	waited	You could tell that Gina didn't really want to leave. She ... until the last minute before she got on to the train.	You could tell that Gina didn't really want to leave. She waited until the last minute before she got on to the train.
'00860	Unit 4: Past continuous and past simple	Complete the sentences with the correct verb form. If both forms are correct, choose both.	[ worked ; was working ]	worked / was working	Did you know Jack Simons when he ... here?	Did you know Jack Simons when he worked / was working here?
'00870	Unit 4: Past continuous and past simple	Complete the sentences with the correct verb form. If both forms are correct, choose both.	[ watched ; were watching ]	were watching	We ... television when there was a power cut.	We were watching television when there was a power cut.
'00880	Unit 4: Past continuous and past simple	Complete the sentences with the correct verb form. If both forms are correct, choose both.	[ looked ; was looking ]	looked / was looking	The old house ... very shabby before I had it renovated.	The old house looked / was looking very shabby before I had it renovated.
'00890	Unit 4: Past continuous and past simple	Complete the sentences with the correct verb form. If both forms are correct, choose both.	[ quickly closed ; was quickly closing ]	quickly closed	I ... the window when it started to rain.	I quickly closed the window when it started to rain.
'00900	Unit 4: Past continuous and past simple	Complete the sentences with the correct verb form. If both forms are correct, choose both.	[ had ; was having ]	was having	I ... a shower and didn't hear the phone ring.	I was having a shower and didn't hear the phone ring.
'00910	Unit 4: Past continuous and past simple	Complete the sentences with the correct verb form. If both forms are correct, choose both.	[ hated ; was hating ]	hated	Chris ... going to the dentist when he was a child.	Chris hated going to the dentist when he was a child.
'00920	Unit 4: Past continuous and past simple	Complete the sentences with the correct verb form. If both forms are correct, choose both.	[ studied ; was studying ]	studied / was studying	So that I could improve my Spanish before the trip to Barcelona, I ... an online course every night after work.	So that I could improve my Spanish before the trip to Barcelona, I studied / was studying an online course every night after work.
'00930	Unit 4: Past continuous and past simple	Complete the sentences with the verbs from the list. Use the same verb for each pair of sentences, once in the past continuous and once in the past simple.	[ consider ; cross ; drive ; mean ; phone ; think ]	meant	When I asked if she sold eggplants she didn't know what I ....	When I asked if she sold eggplants she didn't know what I meant.
'00940	Unit 4: Past continuous and past simple	Complete the sentences with the verbs from the list. Use the same verb for each pair of sentences, once in the past continuous and once in the past simple.	[ consider ; cross ; drive ; mean ; phone ; think ]	was meaning	I ... to pay the money back this week, but then I completely forgot about it.	I was meaning to pay the money back this week, but then I completely forgot about it.
'00950	Unit 4: Past continuous and past simple	Complete the sentences with the verbs from the list. Use the same verb for each pair of sentences, once in the past continuous and once in the past simple.	[ consider ; cross ; drive ; mean ; phone ; think ]	was crossing	I ... the road when I got hit by a bike.	I was crossing the road when I got hit by a bike.
'00960	Unit 4: Past continuous and past simple	Complete the sentences with the verbs from the list. Use the same verb for each pair of sentences, once in the past continuous and once in the past simple.	[ consider ; cross ; drive ; mean ; phone ; think ]	crossed	The ferry ... the river more than 20 times a day before the road bridge was built.	The ferry crossed the river more than 20 times a day before the road bridge was built.
'00970	Unit 4: Past continuous and past simple	Complete the sentences with the verbs from the list. Use the same verb for each pair of sentences, once in the past continuous and once in the past simple.	[ consider ; cross ; drive ; mean ; phone ; think ]	phoned	Mark worked away from home a lot, but he ... his family every day.	Mark worked away from home a lot, but he phoned his family every day.
'00980	Unit 4: Past continuous and past simple	Complete the sentences with the verbs from the list. Use the same verb for each pair of sentences, once in the past continuous and once in the past simple.	[ consider ; cross ; drive ; mean ; phone ; think ]	was phoning / phoned	When Maria was ill, I ... her every day to find out how she was.	When Maria was ill, I was phoning / phoned her every day to find out how she was.
'00990	Unit 4: Past continuous and past simple	Complete the sentences with the verbs from the list. Use the same verb for each pair of sentences, once in the past continuous and once in the past simple.	[ consider ; cross ; drive ; mean ; phone ; think ]	was considering / considered	I ... Skyping Maxim and Alisa at the weekend, but then I remembered they're going away.	I was considering / considered Skyping Maxim and Alisa at the weekend, but then I remembered they're going away.
'01000	Unit 4: Past continuous and past simple	Complete the sentences with the verbs from the list. Use the same verb for each pair of sentences, once in the past continuous and once in the past simple.	[ consider ; cross ; drive ; mean ; phone ; think ]	considered	I ... that his demands for compensation were totally unreasonable.	I considered that his demands for compensation were totally unreasonable.
'01010	Unit 4: Past continuous and past simple	Complete the sentences with the verbs from the list. Use the same verb for each pair of sentences, once in the past continuous and once in the past simple.	[ consider ; cross ; drive ; mean ; phone ; think ]	thought	I really enjoyed <i>Pompeii</i>. In fact, I ... it was one of the best historical novels I've ever read.	I really enjoyed <i>Pompeii</i>. In fact, I thought it was one of the best historical novels I've ever read.
'01020	Unit 4: Past continuous and past simple	Complete the sentences with the verbs from the list. Use the same verb for each pair of sentences, once in the past continuous and once in the past simple.	[ consider ; cross ; drive ; mean ; phone ; think ]	was thinking / thought	I ... of going to Australia at Christmas until I found out how expensive it is.	I was thinking / thought of going to Australia at Christmas until I found out how expensive it is.
'01030	Unit 4: Past continuous and past simple	Complete the sentences with the verbs from the list. Use the same verb for each pair of sentences, once in the past continuous and once in the past simple.	[ consider ; cross ; drive ; mean ; phone ; think ]	was driving / drove	During that winter I ... to London and back every day.	During that winter I was driving / drove to London and back every day.
'01040	Unit 4: Past continuous and past simple	Complete the sentences with the verbs from the list. Use the same verb for each pair of sentences, once in the past continuous and once in the past simple.	[ consider ; cross ; drive ; mean ; phone ; think ]	drove	Karl ... to Poland three times last month.	Karl drove to Poland three times last month.
'01050	Unit 5: Past perfect and past simple	Are the underlined verbs correct? If not, correct them with the past simple or past perfect.	[ reached ]	reached	When we ...  the car park about two miles from the waterfall ...	When we reached  the car park about two miles from the waterfall ...
'01060	Unit 5: Past perfect and past simple	Are the underlined verbs correct? If not, correct them with the past simple or past perfect.	[ already started ]	had already started	... it ...  raining, so the walk up was pretty unpleasant and we couldn't see the waterfall very well. ...	... it had already started  raining, so the walk up was pretty unpleasant and we couldn't see the waterfall very well. ...
